ID,word,final_normalized_detail
29649,ميشي,منسوب به میش.  سبز روشن.
29650,ميعاد,وعده گاه، جاي وعده. ج. مواعيد.
29651,ميغ,ابر، سحاب.
29652,ميقات,وقت، هنگام کار. محل احرام بستن حاجیان. ج. مواقیت.
29653,ميکا,نوعي از سنگ به رنگ سياه يا سفيد و قابل تورق.
29654,ميکاپ,آرايش صورت با مواد آرايشي.
29655,ميکده,شراب خانه، مي‌خانه.
29656,ميکروب,= ميکرب: جانداران ريز ذره بيني که در آب، هوا و خاک و غيره وجود دارند و توليد بيماري‌هاي گوناگون مي‌کنند.
29657,ميکروسکوپ,=ميکروسکپ: دستگاهي که به وسيلة آن اجسام بسيار کوچک را مي‌بينند، ريزبين .
29658,ميکروفون,= ميکرفن: بلندگو، ابزاري که ارتعاشات صوتي را به امواج الکتريکي تبديل مي‌کند و براي انتقال يا تقويت صدا به کار مي‌رود، صدابر .
29659,ميکروفيلم,فيلمي بسيار کوچک که از سند يا رساله و کتابي بردارند و از اين  جهت صرفه جويي در مکان و  مخارج شود، ريز فيلم  .
29660,ميکروگرافي,علم مطالعة ذرات به ياري ميکروسکوپ.
29661,ميکرون,واحد طول برابر يک ميليونم متر.
29662,ميکس,ادغام کردن چند منبع تصويري يا صوتي يا هر دو بر روي يک نوار.
29663,ميکسر,آن که میکس می‌کند، میکس کننده.  وسیله‌ای برای هم زدن و مخلوط کردن مواد غذایی، همزن . دستگاهی با محفظه‌ای خمره‌ای شکلِ گردان برای ساختن بتون.
29664,ميگ,ملخ.
29665,ميگرن,سردردي که با تهوع، استفراغ و اختلال‌هاي عصبي همراه است.
29666,ميگسار,شراب خور.
29667,ميگو,نوعي خرچنگ دريايي.
29668,ميگون,سرخ رنگ.
29669,ميل,سیخ فلزی. یکی از ادوات ورزش باستانی که از چوب ساخته می‌شود.
29670,ميل,خمیدن. برگردیدن. رغبت، آرزو.
29671,ميل کردن,رغبت کردن. خوردن و آشامیدن.
29672,ميل کشيدن,کور کردن.
29673,ميل گرفتن,ورزش باستاني کردن به وسيلة ميل، گرداندن ميل‌هاي چوبي سنگين به دور شانه.
29674,ميل لنگ,ميله‌اي است در موتور اتومبيل که ب ه روي دو محور حرکت مي‌کند. دستة پيستون‌ها روي ميل لنگ سوار است، خاصيت اين ابزار آن است که حرکت پيستون‌ها رادر حالت‌هاي مختلف تنظيم مي‌کند.
29675,ميل ميلي,پارچه‌اي که داراي راه‌هاي عمودي است، راه راه.
29676,ميلاب,ميله‌اي چوبين و مجوف که سرش به ميانة قليان است و ته آن در آب قليان قرار دارد و دود تنباکو به وسيلة آن از ميان آب عبور کند و به دهان قليان کش رسد.
29677,ميلاد,زمان تولد.
29678,ميلادي,منسوب به میلاد. منسوب به میلاد مسیح.
29679,ميلاو,شاگرد، خدمتگار.
29680,ميلاوه,شاگردانه، انعام. نوید، مژدگانی.
29681,ميله,قطعة نازک و دراز فلزي يا چوبي.
29682,ميلي گرم,يک هزارم گرم.
29683,ميلي متر,يک دهم سانتي متر و يک هزارم متر.
29684,ميليارد,مليارد: هزار ميليون.
29685,ميلياردر,= ملیاردر: شخص ثروتمندی که لااقل دارای یک هزار میلیون سرمایه باشد. بسیار ثروتمند.
29686,ميليتاريسم,سلطه و نفوذ ارتش بر شئون کشور، سيستم صلح مسلحانه، حکومت ارتشي.
29687,ميليون,= ملیون: هزار هزار .
29688,ميليونر,= مليونر: ثروتمند، کسي که بيش از ميليون پول دارد، سرمايه دار.
29689,ميم,نوعي کمدي که در آن هنرپيشه به وسيلة حرکات، اعمال و احساسات را بيان کند، بدون آنکه سخني بگويد.
29690,ميم,نام حرف بیست و هشتم از الفبای فارسی.  لب آن گاه که به شکر خنده گشوده شود.  ؛ ~ کاتب  کنایه از: نابینا، کور.  ؛ ~ مطوق  کنایه از: آلت مرد، نره.
29691,ميم,درخت انگور، مو. شراب ناب.
29692,ميمنت,برکت، خوش يمني، سعادت.
29693,ميمنه,طرف راست و سمت راست لشکر.
29694,ميمون,فرخنده، خجسته. ج. ميامن.
29695,ميمون,بوزينه.
29696,ميميک,هنرپیشه‌ای که اعمال و احساسات را به وسیلة حرکات نمایش دهد.  فن تقلید و مجسم کردن اعمال و احساسات به وسیلة حرکات .
29697,مين,هزار.
29698,مين,مادة منفجره بسته بندي شده که آن را در محل عبور دشمن پنهان مي‌کنند ؛ ~ ضد تانک   ميني که تانک را از تحرک بيندازد يا باعث انهدام آن شود.  ؛ ~ ضد نفر ميني براي وارد کردن تلفات و ضايعات به افراد پيادة دشمن و ناتوان کردن آنان.  ؛ ~ مشقي  نوعي مين آموزشي که به لحاظ اندازه و شکل و وزن مشابه مين جنگي است و ماسورة آن مقدار کمي مادة منفجرة کندشکن يا دودزا دارد.
29699,مينا,آبگینه، شیشة شراب، پیاله. لعابی آبی رنگ که با آن نقره و طلا را نقاشی می‌کنند. لایة بیرونی دندان. نام گلی زیبا. پرنده‌ای است از راستة سبک بالان با پرهای سیاه و قهوه‌ای.
29700,مينافام,آبي رنگ، لاجوردي
29701,مينرالوژي,علم مطالعة کاني‌ها به ويژه از لحاظ ترکيب و خواص و رده بندي و نحوة تشکيل، کاني شناسي. .
29702,مينو,بهشت. آسمان.
29703,مينوت,پيش نويس.
29704,ميني بوس,وسيلة نقليه موتوري به شکل اتوبوس کوچک.
29705,ميني ژوپ,پيراهن يا دامن زنانة کوتاه، تا چند سانتي متر بالاتر از زانو.
29706,مينياتور,نقاشي سنتي معمولِ در شرق که  در آن تصاوير کوچک و بدون رعايت پرسپکتيو مي‌باشد.
29707,مينياتوريست,کسي که به سبک مينياتور نقاشي مي‌کند.
29708,مينيموم,= مینیمم: کمترین مقدار، حداقل ؛ مق  ماکزیموم. کوچکترین مقدار یک تابع، کمینه .
29709,ميهن,وطن، مسکن، بوم.
29710,ميوه,بار، ثمر.  ؛ ~ي  دل  کنايه از: فرزند است.
29711,ن,بیست و نهمین حرف از الفبای فارسی که در حساب ابجد برابر با عدد  می‌باشد.
29712,نا,ناو، کشتي، ناخدا.
29713,نا,تاب و توان، طاقت.
29714,نا,= ناه:بويِ  نم، بويي که از اجناس نم گرفته به مشام مي‌رسد.
29715,نا,بر سر اسم درآید و آن را منفی سازد. : نا امن، ناچیز.  غالباً بر سر صفت در آید: نادرست.
29716,ناامن,جايي که امنيت در آن نيست، آشفته، پرآشوب.
29717,نااميد,آن که امید ندارد. درمانده، بیچاره.
29718,نااهل,آن که قابلیت و استعداد ندارد. فرزندی که برخلاف آداب و عادات خانواده اش عمل کند، ناخلف. ج. نااهلان.
29719,ناآهار,آن  که چيزي نخورده.
29720,ناب,خالص، پاک و بي غش.
29721,ناب,دندان نيش. ج. انياب.
29722,ناباب,نامناسب، ناجور.
29723,نابالغ,آن که به سن بلوغ نرسیده. آن که قوة تشخیص و تمیز ندارد، ساده لوح.
29724,نابدتر,کنايه از: مقعد.
29725,نابسوده,ناسفته، سوراخ نشده. دست نخورده. نو.
29726,نابغه,بزرگ، بزرگوار. کسی که دارای هوش و استعداد فوق العاده باشد. ج. نوابغ.
29727,نابکار,بدکردار، بدکار. بی حاصل، بی فایده.
29728,نابنوا,آن  چه که ضایع شده و ب ه  کار نیاید، تباه. بی نوا، تهیدست.
29729,نابهره,ناسره، زر ناپاک، زر قلب.
29730,نابهنجار,بی نظم و ترتیب. ناموزون، ناهماهنگ.
29731,نابود,از بين رفته، نيست شده.
29732,نابينا,کور. مق  بينا.
29733,نابيوس,غير منتظره، ناگهان.
29734,نابيوسان,ناگاه، ناگهان.
29735,ناپاک,چرکین. آلوده. حرام.  بدکاره، بدکردار. نجس. کافر. غدار.  کسی که در حال جنایت است. زشت، بد.    غیرخالص، مغشوش.
29736,ناپدري,مردي جز پدر شخص، که با مادر او ازدواج کرده‌است.
29737,ناپديد,پنهان، ناپيدا.
29738,ناپرهيزي,کار نسنجيده، بي احتياطي.
29739,ناپسند,فاقد حالت پسنديدگي، ن اخوشايند، نامطلوب.
29740,ناتام,ناتمام.
29741,ناتمام,پايان نيافته.
29742,ناتني,فرزندان يا خويشاونداني که از يک پدر و مادر نباشند.
29743,ناتو,علامت اختصاری سازمان پیمان آتلانتیک شمالی پیمانی نظامی که در چهارم آوریل  بین کشورهای بلژیک، فرانسه، لوکزامبورگ، هلند، انگلستان، کانادا، دانمارک، ایسلند، ایتالیا، نروژ، پرتغال و ایالات متحدة آمریکا بسته شد.
29744,ناتو,ناموافق، ناسازگار. بدجنس، حیله گر.
29745,ناتوان,عاجز، ضعیف.  مریض. فقیر. آن که مردی ندارد.
29746,ناتوراليسم,از نظر فلسفي به آن رشته از روش‌هاي فلسفي اطلاق مي‌شود که معتقد به قدرت محض طبيعت است و هرگز طبيعت را آلتي در دست نظم بالاتري نمي‌شناسد، و از نظر ادبي مکتبي است که در آن بيشتر به تقليد دقيق و مو به موي طبيعت پرداخته مي‌شود.
29747,ناجح,رستگار شونده. پیروز، پیروزمند. کار سهل، آسان.
29748,ناجذ,دندان عقل، آخرين دندان که در دهان شخص ظاهر شود.
29749,ناجز گشتن,فرا رسيدن.
29750,ناجع,سودمند.  طالب چراگاه.
29751,ناجم,سرکش، طاغی.  درخشنده، طلوع کننده.
29752,ناجنس,بدسرشت، بدذات.
29753,ناجوانمرد,فاقد خصلت‌هاي نيک و پسنديده. مق  جوانمرد.
29754,ناجود,کاسه، قدح.
29755,ناجور,ناهماهنگ. نامساعد.  نامناسب.
29756,ناجي,نجات یابنده، خلاص شونده. رهاننده، نجات دهنده.
29757,ناچار,ناگزير، بيچاره.
29758,ناچخ,تبرزین. نیزة کوچک.
29759,ناچيز,بی ارزش، بی بها. ناکس، فرومایه.
29760,ناحفاظي,بي شرمي، به ناموس ديگران با چشم بد نگاه کردن.
29761,ناحق,دروغ، کذب.  ؛به ~ برخلاف حق و عدالت. بیداد.   باطل. ظالم. نامشروع، ناروا.
29762,41-TRIAL-ناحيه 167,TRIAL   جهت، کرانه، جانب. مملکت، کشور. ج. نواحی.
29763,ناخ,ناف، سوراخي که در وسط شکم باشد.
29764,ناخالص,آن چه که خالص نباشد، مغشوش. مق  خالص.
29765,ناخدا,کشتيبان، صاحب کشتي.
29766,ناخس,کفتگی بغل شتر. گر شتر، جرب شتر. دردی که صاحبش پندارد که سوزن می‌خلانند.  کسی که سیخ بر سرین یا پهلوی ستور زند تا آن را براند.
29767,ناخلف,ناصالح، بدرفتار.
29768,ناخن,مادة شاخي که انتهاي فوقاني انگشتان دست وپاي انسان و بعضي از جانوران را مي‌پوشاند.
29769,ناخن چيدن,ناخن تراشيدن.
29770,ناخن خشک,خسيس.
29771,ناخن گير,ابزاری برای کوتاه کردن ناخن. چیزی نرم که ناخن در آن گیر کند.
29772,ناخنک,ناخن کوچک. گوشة ناخن که در گوشت فرو رفته  باشد. لکّه‌ای به شکل ناخن که در چشم بوجود می‌آید.
29773,ناخنک زدن,اندکی از چیزی را برداشتن. برداشتن خوراکی‌های دکان  و خوردن آن‌ها بدون پرداخت وجه.
29774,ناخنه,گوشت زايدي که در گوشة چشم بوجود مي‌آيد.
29775,ناخواسته,برخلاف اراده و خواست شخصي.
29776,ناخوانده,بی سواد، درس نخوانده. دعوت نشده.
29777,ناخودآگاه,پنهان و نا  شناخته. بدون قصد و عمد.
29778,ناخوش,آزرده، رنجیده.  ناپسند، زشت. بیمار، مریض.
29779,ناخوشي,غمگینی، اندوه. بیماری، مرض. ناپسندی، زشتی.  ناگواری. خشونت.
29780,نادار,تهيدست، فقير. بي نوا. مق  دارا.
29781,ناداشت,فقیر، بی چیز. بی شرم، بی حیا.
29782,نادان,جاهل، ابله.
29783,نادر,کمياب، ناياب.
29784,نادرست,شکسته، معیوب. متقلب، دروغگو. بیمار.
29785,نادره,بي مانند، بي نظير.
29786,نادرويش,ناجوانمرد، نارفيق.
29787,نادم,پشيمان.
29788,نادي,ندا کننده.
29789,ناديده,دیده نشده.  نامریی، مخفی.
29790,ناديده گرفتن,چشم پوشي کردن، غمض عين.
29791,ناذر,نذرکننده. ترساننده، بیم دهنده.
29792,نار,مخفف انار.  پستان. اشک خونین.
29793,نار,آتش، آذر. ج. نيران.
29794,ناراحت,آن چه که در آن راحت وآسایش نیست. ناآرام، آشوب طلب. مضطرب، پریشان.
29795,ناراحتي,راحت نبودن، آرامش و آسایش نداشتن. اضطراب، تشویش. عصبانیت.
29796,ناراستي,کجی. ناهمواری. دروغ. ناحقی. خیانت. نابسامانی، بی ترتیبی. دارای غش بودن.
29797,ناراضي,آن که راضي نيست، ناخشنود. مق  راضي.
29798,ناربن,درخت انار.
29799,نارپستان,دختر يا زني که پستان‌هاي او سخت و سفت باشد و آويخته نباشد.
29800,نارخو,گل انار.
29801,نارس,کال، نپخته.
29802,نارسا,ناقص، کوتاه.
29803,نارستان,انارستان، باغ انار.
29804,نارسيده,ناقص، خام.
29805,نارسيسم,عشق به خود يا به تمايلات دورة طفوليت و بزرگي، خودشيفتگي.
29806,نارفته,جاروب نکرده، نروبيده.
29807,نارکند,انارستان، جايي که در آن درخت انار فراوان باشد.
29808,نارکوک,= نارخوک: کوکنار.  افیون، تریاک.
29809,نارگيل,درخت بلند يک پاية گرمسيري با ميوة درشت و بيضي شکل.
29810,نارنج,درختي است پايا از تيرة مرکبات با ميوة آب دار، درشت و کروي.
29811,نارنج,نيرنگ. ج. نارنجات.
29812,نارنج بن,درخت نارنج.
29813,نارنجک,نارنج کوچک. یکی از مهمات جنگی، تقریباً به اندازة نارنج دارای یک ضامن که با کشیدن آن پس از چند ثانیه منفجر می‌شود.
29814,نارنجي,هر یک از رنگ‌های واقع در طیف سرخ و زرد. به رنگ نارنج.
29815,نارنگي,درخت است پايا از تيرة مرکبات با ميوة کروي و معطر.
29816,ناره,زبانة ترازو، سنگ ترازو.
29817,ناره,ناله، زاري.
29818,نارو,پرنده‌اي خوش آواز مانند بلبل.
29819,نارو,نیرنگ، حیله.  مرکوبی که  خوب راه نرود و چموشی کند.
29820,ناروا,غیرمجاز.  حرام، ناشایست.
29821,نارون,درختي است بزرگ و پرشاخ و برگ بدون ميوه و با برگ‌هايي بيضي شکل و دندانه دار.
29822,ناري,جامة پوشيدني، لباس.
29823,ناز,فخر، افتخار. غمزه، کرشمه.
29824,ناز خريدن,ناز کشيدن، ناز و کرشمة معشوق را تحمل کردن.
29825,ناز کردن,از روی عشوه و ناز خودداری کردن. کرشمه آمدن. به خود بالیدن و فخر کردن.
29826,ناز کشيدن,ناز و کرشمة معشوق را تحمل کردن.
29827,ناز و نوز,ادا و اطوار، قر و غميش.
29828,نازا,سترون، عقيم، مادة هر حيواني که آبستن نشود.
29829,نازان,ناز کننده.  نازکنان، در حال ناز کردن.
29830,نازبالش,بالش، بالش نرم.
29831,نازپرورده,کسي که در رفاه و آسايش پرورش يافته.
29832,نازخاتون,نوعي چاشني ايراني که از بادمجان کباب شدة ساطوري، سير و ريحان خرد شده و آب غوره درست مي‌شود.
29833,نازش,استغنای معشوق.  کرشمه کردن، عشوه گری. فخر، تفاخر. موجب فخر، مفخر. تکبر، بزرگ منشی. نعمت، رفاه. نوازش، ملاطفت، تسلی.
29834,نازشست (شصت),انعامی که به کسی به پاداش هنرنمایی وی دهند، جایزه.  پیشکشی که نزدیکان شاه و امیر به وی تقدیم کنند هنگامی که وی هدف یا شکاری را با تیر زند یا درنده‌ای را به دست خود بکشد. برخلاف حق چیزی را از کسی گرفتن، باج سبیل.
29835,نازک,باریک. لطیف، نرم، زیبا، ظریف.
29836,نازک انديش,نک. نازک بين.
29837,نازک بين,باريک بين، دقيق.
29838,نازک خيال,آن که دارای تخیلی لطیف و دقیق است، نازک اندیش. عارف.
29839,نازک دل,زودرنج، حساس، رقيق القلب.
29840,نازک دوزي,دوختن لباس  ‌هاي تابستاني و نازک. مق  ضخيم دوزي.
29841,نازک طبعي,حساسیت، زودرنجی. طبع شاعرانه و لطیف داشتن.
29842,نازک کار,بنایی که به دیوار گچ مالد و سفیدکاری و گچ بری کند. مق  سفت کار، کلفت کار. صنعتگری که اشیاء ظریف سازد از قبیل تخته نرد، النگو، کیف زنانه.
29843,نازک نارنجي,کسي که تحمل سختي‌ها را ندارد، زودرنج.
29844,نازک ني,يکي از دو استخوان تشکيل دهندة ساق پا.
29845,نازکي,باریکی. نرمی و لطافت. حساسیت، زودرنجی.
29846,نازل,فرود آینده.   کم، پایین، پست.
29847,نازله,سختي زمانه، بلاي سخت، مصيبت.
29848,نازنازي,نک. نازک نارنجي.
29849,نازنده,نازکننده.
29850,نازنين,دوست داشتنی. زیبا، ظریف. معشوق.
29851,نازي,آن که بسیار ناز کند، پرناز.  زیبا، جمیل. نامی است جهت دختران.  هنگام ناز و نوازش کردن کسی یا چیزی بیان شود.
29852,نازيب,بدشکل، زشت.
29853,نازيدن,ناز کردن. فخر کردن، تکبر نمودن.
29854,نازيسم,اصول و عقايد حزب ناسيونال سوسياليست آلمان که آميزه‌اي بوده‌است از فاشيسم ايتاليا، ناسيوناليسم قديم آلمان، ميليتاريسم و خشن ترين نوع ديکتاتوري و اعمال خشونت.
29855,ناژو,درخت صنوبر.
29856,ناس,نک. نسوار.
29857,ناس,مردم، مردمان.
29858,ناساخته,ساخته نشده. آماده نشده. برقرار نشده. ناآراسته مجهز نشده، بی سلاح.
29859,ناساز,مخالف، ضد. خلاف اصول و قا عده، نامتناسب. آشفته، بی سامان.
29860,ناسازگار,ناموافق، مخالف. بدرفتار، تندخو.
29861,ناسالم,دارای عیب. بیمار. مخالف بهداشت.
29862,ناسپاس,ناشکر، حق ناشناس.
29863,ناسخ,کسی که از روی کتاب یا نوشته‌ای نسخه برداری می‌کند.  باطل کننده، نسخ کننده.
29864,ناسخته,ناسنجيده، وزن نشده.
29865,ناسره,ناخالص، معیوب. پول تقلبی، زر ناخالص.
29866,ناسزا,ناشایست، نالایق. دشنام، حرف زشت.
29867,ناسفته,سوراخ نشده. دست نخورده.
29868,ناسک,پرهيزکار، پارسا. ج. نساک.
29869,ناسگاليده,ناانديشيده، بي تأمل.
29870,ناسوت,طبيعت، عالم مادي.
29871,ناسور,زخمي که آب کشيده و عفوني شده باشد.
29872,ناسيونال,ملي، قومي.
29873,ناسيوناليست,مليت خواه، کسي که طرفدار مليت خود مي‌باشد.
29874,ناسيوناليسم,تعصب ملي، احساسات ملي.
29875,ناشايست,نالايق، ناسزاوار.
29876,ناشتا,گرسنه، کسي که از صبح غذا نخورده باشد، صبحانه نخورده.
29877,ناشتايي,غذايي که پس از مدتي گرسنگي خورده شود، صبحانه.
29878,ناشر,نشرکننده، منتشر کننده. شخص یا مؤسسه‌ای که کتب و نشریات را چاپ و منتشر کند.
29879,ناشکر,کسي که ناخشنود است يا به وضعي اعتراض ناروا دارد.
29880,ناشکيبا,بی صبر، بی حوصله. عاشق، دلباخته.  به عجله، شتاب. مق  شکیبا.
29881,ناشنا,ناآشنا، بیگانه. بی خبر، بی اطلاع.
29882,ناشناخته,نامعلوم، مجهول.
29883,ناشناس,غريب، بيگانه.
29884,ناشنوا,کر، کسي که شنوايي ندارد.
29885,ناشو,نشدني، محال، غيرممکن.
29886,ناشور,پارچة نخي چرکتاب مانند متقال.
29887,ناشي,تازه کار، بي تجربه، ناوارد.
29888,ناشي,نشأت گيرنده، پيدا شونده.
29889,ناشي گري,بي تجربگي، تازه کاري.
29890,ناصاف,کدر، تصفیه نشده. ناهموار. چرکین، ناپاک.
29891,ناصب,برپا کننده، نصیب کننده. دشمن دارنده. آن که علی بن ابی طالب  و خاندان او را دشمن دارد.  عاملی که معمول خود را نصب دهد. ج. نواصب.
29892,ناصبي,کساني که دشمن امام علي  بودند.
29893,ناصح,پنددهنده، نصيحت کننده.
29894,ناصر,ياري گر، ياري کننده. ج. نصار. انصار.
29895,ناصري,منسوب به «ناصره»: عیسی ناصری. مسیحی، نصرانی. ج. نصاری.
29896,ناصيه,پیشانی. موی پیش سر. ج. نواصی.
29897,ناضج,آن چه که رسيده و پخته .
29898,ناضر,تر و تازه کننده. بسیار سبز.
29899,ناطف,آن چه از مالیات که روان باشد.  نوعی حلوا، شکرینه.
29900,ناطق,نطق کننده، گوینده. سخنران، خطیب. اموال جاندار مانند: چهارپا، غلام.
29901,ناطقه,مؤنث ناطق، نيروي نطق و بيان.
29902,ناطور,باغبان، نگهبان کشتزار. نگهبان.
29903,ناظر,نظرکننده، بیننده. کسی که بر کاری نظارت و رسیدگی می‌کند. مباشر، کارگزار. ج. نظار.
29904,ناظم,نظم دهنده، ترتیب دهنده. به نظم آورنده، شاعر. مسئول نظم و ترتیب در مدارس یا مؤسسات.
29905,ناعش,زندگاني بخشنده.
29906,ناعم,فراوان، فراوان نعمت. نرم، لطیف.
29907,ناعمه,مؤنث ناعم. نرم و لین. دختر نیکو زندگانی و نیکو خورش. درختی که برگ آن نرم باشد. نرم تن. ج. نواعم.
29908,ناعي,آن که خبر مرگ کسی را آورده، خبر مرگ دهنده. خبر بد دهنده.
29909,ناغافل,ناآگاه، بی خبر.  ناگهان، بی خبر.
29910,ناغوش,غوطه، سر فرو بردن در آب.
29911,ناغول,نردبان. سقف و پوشش بالای پلکان.
29912,ناف,سوراخ مانندی در وسط شکم. میان هر چیزی.  ؛~ کسی را به نام کسی بریدن  آن راهنگام تولد نامزد این کردن.  ؛به  ~ کسی بستن  الف  به مقدار فراوان به کسی خوراندن. ب  نثار کسی کردن.
29913,ناف افتادن,جابجا شدن عضلات ناف به سبب برداشتن باري سنگين يا بکار بردن زور زياده از حد يا ترسيدن بسيار.
29914,ناف افکندن,کنايه از: درمانده شدن.
29915,نافث,آن که به جادویی ورد می‌خواند و می‌دمد، ساحر، جادوگر.  شعبده باز.
29916,نافخ,آن که می‌دمد، کسی که پف می‌کند، دمنده .  غذایی که نفخ آورد، باددار.
29917,نافذ,نفوذکننده، درگذرنده، رَسا.
29918,نافر,رمنده، نفرت دارنده.
29919,نافرجام,بیهوده، بی نتیجه.  بدعاقبت.
29920,نافرمان,ياغي، سرکش.
29921,نافرماني,سرکشی، طغیان. معصیت، گناه.
29922,نافرهخته,بي ادب، بي تربيت، بدخو.
29923,نافع,سودمند، نفع رساننده.
29924,نافله,بخشش، عطیه. عبادتی که واجب نباشد. ج. نوافل.
29925,نافه,ناف آهوی مشک.  ماده‌ای که در ناف آهوی مشک جمع می‌شود.
29926,نافه گشا,خوشبو، معطر.
29927,نافي,دورکننده، رد کننده.
29928,ناق,منتهي درجه.  ؛ تا ~  تا آخرين درجه.
29929,ناقابل,اندک، حقیر. آن که قابلیت و استعداد ندارد.
29930,ناقد,نقدکننده، جدا کنندة خوب از بد.
29931,ناقذ,نجات دهنده.
29932,ناقص,ناتمام، نارسا.  ؛~العقل  کم خرد، احمق.  ؛ ~الاعضاء آن که در اعضاي بدنش نقصي باشد.  ؛ ~الخلقه  آن که داراي نقص مادرزادي باشد.  ؛ ~العضو آن که عضوي از اعضاي بدنش ناقص باشد.
29933,ناقض,شکننده، شکنندة پيمان.
29934,ناقل,حمل کننده، جابه جا کننده. نقل کننده، روایت کننده،  انتقال دهنده.
29935,ناقلا,زرنگ، باهوش.
29936,ناقله,مؤنث ناقل.
29937,ناقه,شتر ماده.  ؛ ~ بر بلندي راندن  کنايه از: کاري را آشکار کردن، کاري را آشکارانه انجام دادن.
29938,ناقه,آن که از بيماري بيرون آمده و هنوز کاملاً تندرست نشده، از بيماري برخاسته، بيمارخيز. ج. ناقهين.
29939,ناقور,صور، بوق، شيپور.
29940,ناقوس,زنگ کليسا. ج. نواقيس.
29941,ناقوسي,نام لحن بيست و ششم از سي لحن باربد.
29942,ناک,آلوده، آغشته.
29943,ناک,پسوندي است که با الحاق به اسم، صفت يا بن مضارع تشکيل صفت دهد و معني آن با، پر، آورد، ور، مند، گين، آگين، آلود و مانند آنهاست: اندوهناک، دردناک.
29944,ناک,لات بي چيز، آن که آه در بساط ندارد.
29945,ناک اوت,حالت بوکسوري که در اثر اصابت مشت‌هاي حريف به زمين افتد و داور از يک تا ده مي‌شمارد که او برخيزد و او نمي‌تواند.
29946,ناکار,کسي که ضربة کاري خورده و صدمة شديد ديده باشد.
29947,ناکام,محروم، نامراد.
29948,ناکام و کام,خواه ناخواه.
29949,ناکامي,نااميدي، محرومي.
29950,ناکب,کناره گیرنده، معرض. میل کننده، مایل.
29951,ناکث,عهدشکن، پيمان شکن.
29952,ناکح,مرد زن دار. زن شوهردار.
29953,ناکدان,حالت مشت زني که در اثر ضربات حريف به زمين افتد ولي تا شمردن ده ثانيه برخاسته و به مبارزه ادامه مي‌دهد. مق  ناک اوت.
29954,ناکس,فرومایه، پست. ناجوانمرد.
29955,ناکش,مجرايي در ديوار بنا که هوا در آن جاري باشد و رفع رطوبت کند.
29956,ناگاه,بي خبر، بي موقع، ناگهان.
29957,ناگرفت,ناگهان، بي خبر.
29958,ناگزر,نک. ناگزير.
29959,ناگزير,ناچار.
29960,ناگفته,گفته نشده، اظهار نشده. مق  گفته.
29961,ناگه,نک. ناگاه.
29962,ناگهان,بي خبر، ناگاه.
29963,ناگوار,نامطبوع، ناخوش آیند. هضم نشده.
29964,نال,نی باریک. قلم نویسندگی.
29965,نال,روده کوچک، جوي.
29966,نال,عطا، دهش. ج. انوال.
29967,نالان,ناله کننده.
29968,نالاني,بيماري، ناخوشي.
29969,نالايق,بي لياقت.
29970,نالش,ناليدن، ناله و زاري.
29971,نالنده,ناله کننده.
29972,ناله,زاری، صدای ناشی از درد یا ناراحتی. نوایی است از موسیقی.
29973,نالوطي,ناجوانمرد، بي مروّت.
29974,ناليدن,گریه و زاری. گله و شکایت کردن.
29975,نام,اسم، لفظی که برای نامیدن کسی یا چیزی به کار می‌رود.  شهرت، آوازه . مق  ننگ. کلمه، لفظ. صورت ظاهر. نشان، اثر.
29976,نام آور,مشهور، معروف.
29977,نام بردار,مشهور، نيک نام.
29978,نام برده,ذکر شده، مذکور.
29979,نام و ننگ,آبرو، حيثيت.
29980,نامادري,زن پدر غير از مادر شخص.
29981,نامأذون,بي اجازه، غيرمجاز.
29982,نامألوف,انس نگرفته، ناآشنا.
29983,نامأنوس,ناآشنا، ناشناخته.
29984,نامبارک,نحس، شوم. نفرت انگیز. بدبخت، بداقبال.
29985,نامتجانس,نامأنوس، ناسازگار.
29986,نامتعارف,نامتداول، غير مرسوم.
29987,نامجو,کسی که در پی آوازة، نیک است. دلیر، شجاع.
29988,نامحدود,بی اندازه، بی شمار. بی پایان، بی حد.
29989,نامحرم,بیگانه، غریبه. کسی که مورد اعتماد نیست.
29990,نامحسوس,غيرقابل تشخيص، غيرقابل حس.
29991,نامحصور,بی حد، بی انتها. حصار نشده.
29992,نامحلول,حل نشدني، غيرقابل حل.
29993,نامدار,معروف، مشهور.
29994,نامراد,ناکام، محروم.
29995,نامرد,پَست، بي غيرت.
29996,نامرئي,ناديدني.
29997,نامزد,دختر و پسری که برای زناشویی قرار گذاشته باشند. کاندید، شخصی که برای به عهده گرفتن مسئولیتی معرفی شده باشد.
29998,نامزدبازي,معاشرت و عشق   بازي در دوران نامزدي.
29999,نامسلمان,آن که مسلمان نیست، کافر. دشنام گونه‌ای است مسلمانان را. سنگدل، قسی القلب.
30000,نامشروع,غيرقانوني.
30001,نامطبوع,ناخوشايند.
30002,ناملايم,آن چه که موافق و سازگار نیست. درشت، خشن.
30003,ناممکن,محال، ناشدني، نايافتني.
30004,نامه,نوشته، مکتوب. کتاب، صحیفه.
30005,نامه رسان,نامه بر، نامه آور.
30006,نامه سفيد,نيک کردار.
30007,نامه سياه,بدکردار، گناه کار.
30008,نامور,معروف، داراي نام نيک.
30009,ناموزون,ناساز، ناموافق.
30010,ناموس,آبرو، نیک نامی.  قانون و شریعت الهی. عصمت، شرف. ج. نوامیس.
30011,ناموس کردن,تظاهر به زهد و تقوي \'.
